iter	CrossEntropy
493	0.1595681722
494	0.1592953331
495	0.1584793294
496	0.1584793194
497	0.1584793145
498	0.1576799858
499	0.157364651
500	0.157167684
501	0.1570831283
502	0.1570824905
503	0.1570737044
504	0.1570729796
505	0.1564536115
506	0.1564536063
507	0.1560199947
508	0.1557509735
509	0.1557509268
510	0.1556684897
511	0.1553141972
512	0.1553141478
513	0.1553141445
514	0.1553126478
515	0.1553125475
516	0.1552201119
517	0.1551733263
518	0.155107157
519	0.1550306416
520	0.1536470948
521	0.1536379843
522	0.1535679313
523	0.1531502891
524	0.1531502697
525	0.1531482476
526	0.1522526477
527	0.1514984466
528	0.1512554503
529	0.1512270812
530	0.1511773826
531	0.1509496488
532	0.1509496446
533	0.1509479217
534	0.1497882007
535	0.1497881985
536	0.1497856819
537	0.1495041409
538	0.1491712262
539	0.1486812865
540	0.148680181
541	0.1486801596
542	0.1486794898
543	0.1486637382
544	0.1486637228
545	0.1486522636
546	0.1482998957
547	0.1482998948
548	0.1477962919
549	0.1477962747
550	0.1477928814
551	0.1465381784
552	0.1465237169
553	0.1465235982
554	0.1465235703
555	0.1465208251
556	0.1459503229
557	0.1458371829
558	0.14583716
559	0.1457662704
560	0.1457662704
561	0.1456261494
562	0.1456183318
563	0.1456132806
564	0.1453419628
565	0.1453010435
566	0.1452868599
567	0.1452504938
568	0.1451863331
569	0.1440148361
570	0.1440147055
571	0.143311502
572	0.1426340052
573	0.1426339869
574	0.1426332327
575	0.1426331681
576	0.142134473
577	0.1421344571
578	0.1421342841
579	0.1421341068
580	0.1421318256
581	0.1421316955
582	0.1420906689
583	0.1420883067
584	0.141149315
585	0.1411491716
586	0.1408253459
587	0.1408253423
588	0.1396690746
589	0.139172427
590	0.1391665934
591	0.1390452811
592	0.139045193
593	0.1389356107
594	0.1388784078
595	0.1376739108
596	0.1372499579
597	0.137249912
598	0.1370486128
599	0.1357898953
600	0.1357895842
601	0.1355097181
602	0.13550971
603	0.1355094276
604	0.1346521373
605	0.1346334227
606	0.1344905523
607	0.1344904236
608	0.134480348
609	0.1343476215
610	0.1337115678
611	0.1336691784
612	0.1334705273
613	0.1334705219
614	0.1329888383
615	0.1329376332
616	0.1326542315
617	0.1326512746
618	0.1316810759
619	0.1306813155
620	0.1305859718
621	0.1300162914
622	0.1297704361
623	0.1297626568
624	0.1296712611
625	0.129671151
626	0.1296711377
627	0.1288794426
628	0.1288505785
629	0.128278952
630	0.1278187047
631	0.1278176878
632	0.1278175204
633	0.1269188383
634	0.1269188307
635	0.1269188155
636	0.1269156581
637	0.1267069991
638	0.1267069171
639	0.1264922834
640	0.1264922825
641	0.1255927332
642	0.1255926489
643	0.1255926452
644	0.1255777707
645	0.1248579565
646	0.1248579547
647	0.124736676
648	0.1243526639
649	0.1243472782
650	0.1241189965
651	0.1240583214
652	0.1236812102
653	0.1233263365
654	0.1233013974
655	0.1230975046
656	0.123096063
657	0.12309606
658	0.123095531
659	0.1230847892
660	0.1230847866
661	0.1228972197
662	0.1226706451
663	0.1226706178
664	0.12263777
665	0.1226377647
666	0.122254551
667	0.1222545266
668	0.1222399697
669	0.1218271107
670	0.121661538
671	0.1216615327
672	0.1207796032
673	0.1206775314
674	0.1206649383
675	0.1204218389
676	0.1204218281
677	0.1204051679
678	0.120330749
679	0.120330739
680	0.1203306451
681	0.1203212455
682	0.1202944285
683	0.1194915952
684	0.1194765534
685	0.1194765492
686	0.1191658039
687	0.1191530781
688	0.1191098764
689	0.1191098362
690	0.1191098325
691	0.11907109
692	0.1182253395
693	0.1182253332
694	0.1177635908
695	0.1175328565
696	0.1175245271
697	0.1175245256
698	0.1172726865
699	0.1172174183
700	0.1168594276
701	0.1168351653
702	0.116825929
703	0.1165271767
704	0.1165266498
705	0.116107281
706	0.1161028702
707	0.1160978843
708	0.1160788893
709	0.1156481722
710	0.1156467597
711	0.11564675
712	0.1152966693
713	0.1150358388
714	0.1149384046
715	0.1149383788
716	0.1146284239
717	0.1146274665
718	0.1146274665
719	0.1144355397
720	0.1144332965
721	0.1143349391
722	0.1143349222
723	0.1142813898
724	0.114281374
725	0.1139626355
726	0.1139466831
727	0.1139207167
728	0.1139207058
729	0.1137535339
730	0.1137483544
731	0.1132577446
732	0.1131997006
733	0.1123959646
734	0.1122539435
735	0.1121622701
736	0.1121622695
737	0.1121567327
738	0.11153097
739	0.1115187912
740	0.1115187776
741	0.1114410354
742	0.1114200126
743	0.1110178622
744	0.1109122121
745	0.1108408581
746	0.1106732869
747	0.1106705784
748	0.1106705654
749	0.1104465625
750	0.1103026835
751	0.1102659589
752	0.1098194204
753	0.1098115681
754	0.109811551
755	0.1098107727
756	0.1090007929
757	0.1089999728
758	0.1089836383
759	0.1089601384
760	0.1089601287
761	0.1084978591
762	0.1084978336
763	0.1084978333
764	0.1084746864
765	0.1084746708
766	0.1084746368
767	0.1084576044
768	0.1083339114
769	0.1082055835
770	0.1081632283
771	0.1079992015
772	0.1078818613
773	0.1078818515
774	0.1077910168
775	0.1073878915
776	0.1073878766
777	0.1073848163
778	0.1072554319
779	0.1072554228
780	0.1072512142
781	0.1065788206
782	0.1064654244
783	0.1064654238
784	0.1060668573
785	0.1059369298
786	0.1059093439
787	0.1058893729
788	0.1055784686
789	0.1052697253
790	0.1048476866
791	0.1048476628
792	0.1047827292
793	0.1047213935
794	0.1047029651
795	0.1046018925
796	0.1046018612
797	0.1045772079
798	0.104160173
799	0.1041601609
800	0.1038808186
801	0.1038808109
802	0.1038807935
803	0.1038807874
804	0.1036537803
805	0.1033704979
806	0.1031561479
807	0.1031561407
808	0.1030851719
809	0.1026555757
810	0.1026555743
811	0.1020547067
812	0.102054703
813	0.1018764321
814	0.1018749751
815	0.1018749649
816	0.101720843
817	0.1014795756
818	0.1014795599
819	0.1014767299
820	0.1012516922
821	0.1012516911
822	0.1012516747
823	0.1007327748
824	0.100698791
825	0.1003077724
826	0.09977466226
827	0.09970010383
828	0.09944043254
829	0.09944026115
830	0.09944025738
831	0.09944024988
832	0.09944024262
833	0.09892073285
834	0.09889349605
835	0.09870144153
836	0.09870144034
837	0.0983750717
838	0.09836119364
839	0.09789250365
840	0.09788540332
841	0.09784007438
842	0.09783357627
843	0.09783196675
844	0.09782906647
845	0.09780587118
846	0.0977888532
847	0.09778584419
848	0.09777326598
849	0.0977732625
850	0.09777149237
851	0.09777149156
852	0.09777149137
853	0.0977548083
854	0.09775480753
855	0.09775480715
856	0.09774654518
857	0.09761394391
858	0.09761389007
859	0.09761388177
860	0.09748189565
861	0.09709492987
862	0.09707465163
863	0.09703877899
864	0.0970387667
865	0.09703786101
866	0.09703784423
867	0.09686731578
868	0.09686731235
869	0.09686729606
870	0.09686729596
871	0.09682637031
872	0.09682636713
873	0.09682635938
874	0.09682630131
875	0.09674694988
876	0.0967340339
877	0.09673402535
878	0.0967315091
879	0.09658498751
880	0.09658232844
881	0.09657916061
882	0.09656554679
883	0.09656554171
884	0.0965581082
885	0.09622065828
886	0.09615382702
887	0.09590118833
888	0.09564114809
889	0.09555910528
890	0.09503522986
891	0.09495088554
892	0.09488717817
893	0.09488717592
894	0.09481142452
895	0.09481095021
896	0.09476920783
897	0.09474535615
898	0.09474065708
899	0.09474065385
900	0.0947406408
901	0.09471060416
902	0.09463358432
903	0.09442949354
904	0.09442679053
905	0.09441599519
906	0.09400812964
907	0.09400244576
908	0.09400243611
909	0.09381206726
910	0.09355872179
911	0.09355839113
912	0.09314091362
913	0.09294359621
914	0.09273119676
915	0.09271834259
916	0.09271832126
917	0.09270821649
918	0.09225307594
919	0.09214935297
920	0.0921457877
921	0.09209747063
922	0.0920974704
923	0.09209428082
924	0.09204934204
925	0.09181798443
926	0.09181126197
927	0.09181123924
928	0.09142370119
929	0.09136186738
930	0.09109034391
931	0.09085291792
932	0.09076560635
933	0.09076559319
934	0.0903285612
935	0.09028276178
936	0.0902772585
937	0.09027086889
938	0.09027085019
939	0.09026078662
940	0.09025829827
941	0.09025445448
942	0.08981480141
943	0.08981479278
944	0.08976218733
945	0.08976218652
946	0.08913109375
947	0.08905797064
948	0.08903958884
949	0.08903958527
950	0.08903630407
951	0.08902168137
952	0.08850470546
953	0.08829283439
954	0.08825126156
955	0.08815795762
956	0.08815453077
957	0.08788883172
958	0.08788882439
959	0.08765004042
960	0.08765002966
961	0.08765002857
962	0.08765001597
963	0.08754217861
964	0.08749362991
965	0.08749183153
966	0.08748253109
967	0.08719836599
968	0.08719836158
969	0.08648193847
970	0.08647886165
971	0.08647884849
972	0.08647883811
973	0.08647883778
974	0.08647883745
975	0.08647883711
976	0.08644826636
977	0.08602369212
978	0.08594496974
979	0.0859416831
980	0.08594167755
981	0.08594167686
982	0.08593844847
983	0.08593843703
984	0.08587468523
985	0.08585255211
986	0.08538376192
987	0.08538374873
988	0.08533168439
989	0.08533167789
990	0.08532741229
991	0.08486505485
992	0.0848099943
993	0.08473314105
994	0.0847331258
995	0.08457241343
996	0.08457241343
997	0.08452069083
998	0.08452068908
999	0.08451727685
