iter	CrossEntropy
766	0.1522513129
767	0.1522513129
768	0.1512532357
769	0.1512532355
770	0.1512338358
771	0.1506665398
772	0.150633753
773	0.1499274478
774	0.1499274474
775	0.1498873698
776	0.1497718969
777	0.1497718959
778	0.1497456348
779	0.1496521665
780	0.1495333596
781	0.1490882022
782	0.1490479529
783	0.1490065563
784	0.1490065563
785	0.1490065563
786	0.149006556
787	0.149006556
788	0.1490065555
789	0.1489695411
790	0.148969541
791	0.1489695406
792	0.1489695398
793	0.1483995775
794	0.1483995769
795	0.1483995767
796	0.1479621861
797	0.1479371142
798	0.1479371134
799	0.1479371131
800	0.1479371127
801	0.1478805334
802	0.1478718588
803	0.1474154635
804	0.1474154625
805	0.1473583432
806	0.1473583422
807	0.1471816107
808	0.1469929061
809	0.1469929036
810	0.1469929021
811	0.1469726917
812	0.1460079782
813	0.146007978
814	0.1454942231
815	0.145494223
816	0.1454942229
817	0.1454887712
818	0.1454887712
819	0.1454711257
820	0.1454674234
821	0.1454674232
822	0.1454674226
823	0.1454674226
824	0.1454415191
825	0.1454415102
826	0.1451353613
827	0.1451353613
828	0.1451353613
829	0.1445958577
830	0.1445692151
831	0.1445549505
832	0.1445396854
833	0.1444911341
834	0.1444911338
835	0.1444911338
836	0.1444911335
837	0.1443153551
838	0.1443153548
839	0.1443153546
840	0.1443153544
841	0.1442987175
842	0.1442987173
843	0.1442979044
844	0.1442600722
845	0.1441079551
846	0.1441079551
847	0.1441000375
848	0.1440491822
849	0.1439459163
850	0.1432708431
851	0.1430754822
852	0.1428087917
853	0.1425112692
854	0.1422400275
855	0.142240025
856	0.1422400249
857	0.1416802479
858	0.1412268484
859	0.141000243
860	0.1410002427
861	0.1406590465
862	0.140631894
863	0.1404495205
864	0.1404334309
865	0.1404334308
866	0.1404334297
867	0.1404193183
868	0.1404193182
869	0.1404005583
870	0.140400557
871	0.1403859229
872	0.140385922
873	0.1403715992
874	0.1400242081
875	0.140024208
876	0.1400242052
877	0.1400242046
878	0.1400242024
879	0.1399333868
880	0.1399333848
881	0.1399264635
882	0.1399264618
883	0.1399264603
884	0.139864835
885	0.139517549
886	0.1393897914
887	0.1393897909
888	0.1393897907
889	0.1393783908
890	0.1393783902
891	0.1393783901
892	0.1393783894
893	0.1389094035
894	0.1388533564
895	0.1388533564
896	0.1388533564
897	0.1388533564
898	0.1388114802
899	0.1387590579
900	0.1387386225
901	0.1387386225
902	0.1387386224
903	0.1387386222
904	0.1387328951
905	0.1386780231
906	0.138664257
907	0.138664257
908	0.1386642569
909	0.1386642569
910	0.1386642569
911	0.1386642569
912	0.1385848078
913	0.1385848078
914	0.1385848078
915	0.1385848078
916	0.1385848078
917	0.1385680678
918	0.1385410924
919	0.1385121123
920	0.1385121123
921	0.1385121123
922	0.1384814683
923	0.1380601853
924	0.1380601853
925	0.1377106044
926	0.1376926724
927	0.1376926721
928	0.1365161297
929	0.1364559981
930	0.1364559894
931	0.1364559893
932	0.1363812774
933	0.1363472901
934	0.1363472898
935	0.1361049575
936	0.1355718638
937	0.1352213333
938	0.1352213326
939	0.1351951134
940	0.1351951133
941	0.1351906883
942	0.134947283
943	0.1349472826
944	0.1349427919
945	0.1349427919
946	0.1345157856
947	0.134162377
948	0.1341623769
949	0.133878738
950	0.13331693
951	0.1333169258
952	0.1333169216
953	0.133316918
954	0.1333169171
955	0.1333015438
956	0.1333015414
957	0.1332093558
958	0.1332093506
959	0.1332093488
960	0.133209348
961	0.1331842689
962	0.1326562818
963	0.1326561493
964	0.1326444619
965	0.1326444609
966	0.1326444571
967	0.132636941
968	0.1326369397
969	0.1326164082
970	0.1326164061
971	0.1326164056
972	0.1326164055
973	0.132483334
974	0.1324833299
975	0.132483329
976	0.1324833261
977	0.1324833252
978	0.1324715879
979	0.1324715867
980	0.1318986803
981	0.1318986799
982	0.1318939767
983	0.1318814626
984	0.1318775202
985	0.13187752
986	0.1318729292
987	0.1318279945
988	0.1318005094
989	0.1318005089
990	0.1314365231
991	0.1314203158
992	0.1314203121
993	0.131420309
994	0.1314122391
995	0.1313467901
996	0.1313466155
997	0.130952754
998	0.130948581
999	0.1309485781
